Site_Code,Jaw_Site_ID,Test_Diameter,Total_Jaw_Length,Urchin_ID,Days_free,Jaw_Growth_Increment
6E,5,68,12.4,2102,NA,NA
6E,59,72,12.4,2156,NA,NA
6E,71,80,12.4,2168,NA,NA
6E,189,77,12.4,2286,NA,NA
5W,139,79,12.4,488,NA,NA
4E,77,87,12.4,77,NA,NA
4E,132,76,12.4,132,NA,NA
4E,252,74,12.4,252,NA,NA
4E,346,79,12.4,346,NA,NA
1W,61,64,12.4,1442,NA,NA
1W,94,62,12.4,1475,NA,NA
1W,106,62,12.4,1487,NA,NA
1W,113,72,12.4,1494,NA,NA
1W,132,63,12.4,1513,NA,NA
1W,155,65,12.4,1536,NA,NA
1W,218,74,12.4,1599,NA,NA
1W,227,64,12.4,1608,NA,NA
1W,287,63,12.4,1668,NA,NA
1W,312,69,12.4,1693,NA,NA
1W,324,66,12.4,1705,NA,NA
1W,361,68,12.4,1742,NA,NA
1W,365,67,12.4,1746,NA,NA
1W,435,69,12.4,1816,NA,NA
1E,115,68,12.4,833,NA,NA
1E,149,73,12.4,867,NA,NA
1E,264,70,12.4,982,NA,NA
1E,340,70,12.4,1058,NA,NA
1E,354,75,12.4,1072,NA,NA
1E,356,68,12.4,1074,NA,NA
1E,360,74,12.4,1078,NA,NA
1E,442,70,12.4,1160,NA,NA
1E,467,76,12.4,1185,NA,NA
1E,484,76,12.4,1202,NA,NA
1E,536,66,12.4,1254,NA,NA
1E,554,78,12.4,1272,NA,NA
1E,566,68,12.4,1284,NA,NA
1E,588,74,12.4,1306,NA,NA
1E,590,71,12.4,1308,NA,NA
1E,611,83,12.4,1329,NA,NA
2W,23,70,12.5,3388,NA,NA
2W,135,76,12.5,3500,NA,NA
2W,147,71,12.5,3512,NA,NA
2W,206,73,12.5,3571,NA,NA
2W,221,70,12.5,3586,NA,NA
2W,305,66,12.5,3670,NA,NA
2W,307,64,12.5,3672,NA,NA
2E,180,62,12.5,3932,NA,NA
2E,323,68,12.5,4074,NA,NA
2E,333,64,12.5,4084,NA,NA
2E,378,65,12.5,4129,NA,NA
2E,413,74,12.5,4164,NA,NA
2E,640,70,12.5,4390,NA,NA
2E,643,64,12.5,4393,NA,NA
3E,386,78,12.5,3289,NA,NA
6W,103,71,12.5,1927,NA,NA
6W,218,69,12.5,2042,NA,NA
6W,221,70,12.5,2045,NA,NA
6W,243,80,12.5,2067,NA,NA
6E,60,75,12.5,2157,NA,NA
6E,170,67,12.5,2267,NA,NA
4E,260,75,12.5,260,NA,NA
3W,170,67,12.5,2474,NA,NA
3W,196,62,12.5,2500,NA,NA
1W,42,64,12.5,1423,NA,NA
1W,77,65,12.5,1458,NA,NA
1W,193,70,12.5,1574,NA,NA
1W,222,71,12.5,1603,NA,NA
1W,236,65,12.5,1617,NA,NA
1W,239,64,12.5,1620,NA,NA
1W,288,65,12.5,1669,NA,NA
1W,318,62,12.5,1699,NA,NA
1W,320,66,12.5,1701,NA,NA
1W,357,76,12.5,1738,NA,NA
1W,429,68,12.5,1810,NA,NA
1E,80,77,12.5,798,NA,NA
1E,102,72,12.5,820,NA,NA
1E,105,79,12.5,823,NA,NA
1E,136,71,12.5,854,NA,NA
1E,186,65,12.5,904,NA,NA
1E,187,73,12.5,905,NA,NA
1E,240,74,12.5,958,NA,NA
1E,248,74,12.5,966,NA,NA
1E,304,84,12.5,1022,NA,NA
1E,333,84,12.5,1051,NA,NA
1E,369,73,12.5,1087,NA,NA
1E,521,69,12.5,1239,NA,NA
1E,526,78,12.5,1244,NA,NA
1E,528,80,12.5,1246,NA,NA
1E,539,69,12.5,1257,NA,NA
1E,656,78,12.5,1374,NA,NA
2W,39,77,12.6,3404,NA,NA
2E,97,62,12.6,3849,NA,NA
2E,106,69,12.6,3858,NA,NA
2E,114,69,12.6,3866,NA,NA
2E,214,75,12.6,3966,NA,NA
2E,598,94,12.6,4348,NA,NA
2E,678,64,12.6,4426,NA,NA
2E,683,71,12.6,4431,NA,NA
3E,172,82,12.6,3075,NA,NA
3E,418,70,12.6,3321,NA,NA
6W,136,67,12.6,1960,NA,NA
6W,168,71,12.6,1992,NA,NA
6E,200,71,12.6,2297,NA,NA
5W,225,80,12.6,574,NA,NA
5W,245,76,12.6,594,NA,NA
5E,248,65,12.6,2822,NA,NA
4W,71,88,12.6,705,NA,NA
1W,38,70,12.6,1419,NA,NA
1W,57,71,12.6,1438,NA,NA
1W,65,69,12.6,1446,NA,NA
1W,96,70,12.6,1477,NA,NA
1W,118,65,12.6,1499,NA,NA
1W,180,69,12.6,1561,NA,NA
1W,214,70,12.6,1595,NA,NA
1W,237,64,12.6,1618,NA,NA
1W,243,65,12.6,1624,NA,NA
1W,244,65,12.6,1625,NA,NA
1W,285,71,12.6,1666,NA,NA
1W,314,71,12.6,1695,NA,NA
1W,315,65,12.6,1696,NA,NA
1W,317,71,12.6,1698,NA,NA
1W,344,63,12.6,1725,NA,NA
1W,386,63,12.6,1767,NA,NA
1W,405,66,12.6,1786,NA,NA
1E,172,74,12.6,890,NA,NA
1E,177,75,12.6,895,NA,NA
1E,209,69,12.6,927,NA,NA
1E,225,77,12.6,943,NA,NA
1E,233,79,12.6,951,NA,NA
1E,292,75,12.6,1010,NA,NA
1E,316,65,12.6,1034,NA,NA
1E,328,77,12.6,1046,NA,NA
1E,353,72,12.6,1071,NA,NA
1E,390,66,12.6,1108,NA,NA
1E,419,69,12.6,1137,NA,NA
1E,478,71,12.6,1196,NA,NA
1E,527,80,12.6,1245,NA,NA
1E,615,77,12.6,1333,NA,NA
1E,625,74,12.6,1343,NA,NA
2W,7,82,12.7,3372,NA,NA
2W,103,73,12.7,3468,NA,NA
2W,119,75,12.7,3484,NA,NA
2W,163,69,12.7,3528,NA,NA
2W,212,74,12.7,3577,NA,NA
2W,257,75,12.7,3622,NA,NA
2E,18,67,12.7,3770,NA,NA
2E,404,67,12.7,4155,NA,NA
2E,406,71,12.7,4157,NA,NA
2E,474,70,12.7,4225,NA,NA
2E,538,68,12.7,4289,NA,NA
2E,554,75,12.7,4305,NA,NA
6W,17,73,12.7,1841,NA,NA
6W,22,73,12.7,1846,NA,NA
6W,113,72,12.7,1937,NA,NA
6W,142,67,12.7,1966,NA,NA
6W,192,77,12.7,2016,NA,NA
6W,222,74,12.7,2046,NA,NA
6W,258,75,12.7,2082,NA,NA
6E,43,73,12.7,2140,NA,NA
6E,50,71,12.7,2147,NA,NA
6E,109,78,12.7,2206,NA,NA
5W,73,83,12.7,422,NA,NA
4E,102,76,12.7,102,NA,NA
4E,265,69,12.7,265,NA,NA
4E,268,73,12.7,268,NA,NA
4E,280,78,12.7,280,NA,NA
4W,14,83,12.7,648,NA,NA
1W,35,69,12.7,1416,NA,NA
1W,37,56,12.7,1418,NA,NA
1W,49,61,12.7,1430,NA,NA
1W,66,74,12.7,1447,NA,NA
1W,100,70,12.7,1481,NA,NA
1W,103,68,12.7,1484,NA,NA
1W,139,60,12.7,1520,NA,NA
1W,140,67,12.7,1521,NA,NA
1W,158,70,12.7,1539,NA,NA
1W,257,72,12.7,1638,NA,NA
1W,283,67,12.7,1664,NA,NA
1W,323,70,12.7,1704,NA,NA
1W,372,66,12.7,1753,NA,NA
1W,424,69,12.7,1805,NA,NA
1E,82,70,12.7,800,NA,NA
1E,107,71,12.7,825,NA,NA
1E,119,82,12.7,837,NA,NA
1E,131,76,12.7,849,NA,NA
1E,158,71,12.7,876,NA,NA
1E,230,70,12.7,948,NA,NA
1E,265,76,12.7,983,NA,NA
1E,291,74,12.7,1009,NA,NA
1E,349,73,12.7,1067,NA,NA
1E,361,89,12.7,1079,NA,NA
1E,421,76,12.7,1139,NA,NA
1E,499,70,12.7,1217,NA,NA
1E,520,80,12.7,1238,NA,NA
1E,584,77,12.7,1302,NA,NA
2W,37,68,12.8,3402,NA,NA
2W,145,75,12.8,3510,NA,NA
2W,260,73,12.8,3625,NA,NA
2W,276,77,12.8,3641,NA,NA
2E,101,69,12.8,3853,NA,NA
2E,295,69,12.8,4046,NA,NA
2E,328,72,12.8,4079,NA,NA
2E,355,73,12.8,4106,NA,NA
2E,417,67,12.8,4168,NA,NA
2E,577,90,12.8,4328,NA,NA
2E,637,67,12.8,4387,NA,NA
3E,10,71,12.8,2913,NA,NA
3E,259,75,12.8,3162,NA,NA
3E,414,74,12.8,3317,NA,NA
3E,438,69,12.8,3341,NA,NA
3E,448,79,12.8,3351,NA,NA
6W,38,74,12.8,1862,NA,NA
6W,43,76,12.8,1867,NA,NA
6W,96,76,12.8,1920,NA,NA
6W,100,70,12.8,1924,NA,NA
6W,116,68,12.8,1940,NA,NA
6E,132,73,12.8,2229,NA,NA
6E,207,72,12.8,2304,NA,NA
5W,255,84,12.8,604,NA,NA
4E,187,73,12.8,187,NA,NA
4E,244,80,12.8,244,NA,NA
4W,13,76,12.8,647,NA,NA
4W,30,70,12.8,664,NA,NA
3W,216,68,12.8,2520,NA,NA
1W,82,67,12.8,1463,NA,NA
1W,88,69,12.8,1469,NA,NA
1W,120,75,12.8,1501,NA,NA
1W,151,70,12.8,1532,NA,NA
1W,187,71,12.8,1568,NA,NA
1W,217,71,12.8,1598,NA,NA
1W,245,71,12.8,1626,NA,NA
1W,247,64,12.8,1628,NA,NA
1W,299,73,12.8,1680,NA,NA
1W,303,67,12.8,1684,NA,NA
1W,338,64,12.8,1719,NA,NA
1W,382,67,12.8,1763,NA,NA
1W,393,67,12.8,1774,NA,NA
1W,423,72,12.8,1804,NA,NA
1W,442,65,12.8,1823,NA,NA
1E,77,72,12.8,795,NA,NA
1E,85,71,12.8,803,NA,NA
1E,185,75,12.8,903,NA,NA
1E,300,73,12.8,1018,NA,NA
1E,322,77,12.8,1040,NA,NA
1E,365,70,12.8,1083,NA,NA
1E,374,70,12.8,1092,NA,NA
1E,405,79,12.8,1123,NA,NA
1E,407,80,12.8,1125,NA,NA
1E,408,82,12.8,1126,NA,NA
1E,425,75,12.8,1143,NA,NA
1E,428,74,12.8,1146,NA,NA
1E,451,75,12.8,1169,NA,NA
1E,483,77,12.8,1201,NA,NA
1E,507,84,12.8,1225,NA,NA
1E,514,73,12.8,1232,NA,NA
1E,551,88,12.8,1269,NA,NA
1E,573,80,12.8,1291,NA,NA
1E,591,72,12.8,1309,NA,NA
1E,602,76,12.8,1320,NA,NA
1E,603,72,12.8,1321,NA,NA
1E,610,76,12.8,1328,NA,NA
1E,623,68,12.8,1341,NA,NA
2W,71,76,12.9,3436,NA,NA
2W,83,77,12.9,3448,NA,NA
2W,105,76,12.9,3470,NA,NA
2W,178,74,12.9,3543,NA,NA
2W,285,70,12.9,3650,NA,NA
2W,298,65,12.9,3663,NA,NA
2E,8,77,12.9,3760,NA,NA
2E,82,71,12.9,3834,NA,NA
2E,174,66,12.9,3926,NA,NA
2E,248,67,12.9,4000,NA,NA
2E,258,66,12.9,4010,NA,NA
2E,414,74,12.9,4165,NA,NA
2E,424,73,12.9,4175,NA,NA
2E,531,68,12.9,4282,NA,NA
2E,534,68,12.9,4285,NA,NA
2E,555,74,12.9,4306,NA,NA
2E,578,89,12.9,4329,NA,NA
2E,650,67,12.9,4400,NA,NA
2E,653,63,12.9,4403,NA,NA
6W,198,78,12.9,2022,NA,NA
6W,228,72,12.9,2052,NA,NA
6W,264,74,12.9,2088,NA,NA
6E,16,76,12.9,2113,NA,NA
6E,54,76,12.9,2151,NA,NA
6E,102,72,12.9,2199,NA,NA
6E,163,77,12.9,2260,NA,NA
6E,203,77,12.9,2300,NA,NA
5W,283,78,12.9,632,NA,NA
5E,317,79,12.9,2891,NA,NA
4E,122,84,12.9,122,NA,NA
4E,349,74,12.9,349,NA,NA
3W,197,71,12.9,2501,NA,NA
1W,29,64,12.9,1410,NA,NA
1W,45,65,12.9,1426,NA,NA
1W,91,63,12.9,1472,NA,NA
1W,231,70,12.9,1612,NA,NA
1W,289,71,12.9,1670,NA,NA
1W,325,69,12.9,1706,NA,NA
1W,346,69,12.9,1727,NA,NA
1W,347,73,12.9,1728,NA,NA
1W,349,65,12.9,1730,NA,NA
1W,359,73,12.9,1740,NA,NA
1E,86,75,12.9,804,NA,NA
1E,108,72,12.9,826,NA,NA
1E,123,67,12.9,841,NA,NA
1E,164,76,12.9,882,NA,NA
1E,166,69,12.9,884,NA,NA
1E,221,69,12.9,939,NA,NA
1E,377,78,12.9,1095,NA,NA
1E,400,79,12.9,1118,NA,NA
1E,402,70,12.9,1120,NA,NA
1E,437,70,12.9,1155,NA,NA
1E,465,72,12.9,1183,NA,NA
1E,637,71,12.9,1355,NA,NA
2W,140,69,13,3505,NA,NA
2W,149,71,13,3514,NA,NA
2W,182,67,13,3547,NA,NA
2W,269,79,13,3634,NA,NA
2E,234,64,13,3986,NA,NA
2E,496,62,13,4247,NA,NA
2E,580,88,13,4331,NA,NA
3E,267,77,13,3170,NA,NA
3E,323,74,13,3226,NA,NA
3E,390,81,13,3293,NA,NA
3E,409,73,13,3312,NA,NA
3E,444,70,13,3347,NA,NA
6W,67,83,13,1891,NA,NA
6E,107,70,13,2204,NA,NA
5W,184,76,13,533,NA,NA
4E,107,75,13,107,NA,NA
4E,185,77,13,185,NA,NA
4E,293,77,13,293,NA,NA
1W,71,68,13,1452,NA,NA
1W,170,74,13,1551,NA,NA
1W,223,70,13,1604,NA,NA
1W,233,70,13,1614,NA,NA
1W,246,68,13,1627,NA,NA
1W,272,73,13,1653,NA,NA
1W,277,72,13,1658,NA,NA
1W,305,70,13,1686,NA,NA
1W,352,67,13,1733,NA,NA
1W,362,68,13,1743,NA,NA
1W,369,66,13,1750,NA,NA
1W,377,65,13,1758,NA,NA
1W,379,66,13,1760,NA,NA
1E,197,72,13,915,NA,NA
1E,212,74,13,930,NA,NA
1E,343,73,13,1061,NA,NA
1E,389,72,13,1107,NA,NA
1E,431,70,13,1149,NA,NA
1E,448,71,13,1166,NA,NA
1E,452,80,13,1170,NA,NA
1E,453,80,13,1171,NA,NA
1E,463,76,13,1181,NA,NA
1E,492,77,13,1210,NA,NA
1E,505,70,13,1223,NA,NA
1E,510,82,13,1228,NA,NA
1E,560,73,13,1278,NA,NA
1E,579,71,13,1297,NA,NA
1E,599,83,13,1317,NA,NA
1E,612,76,13,1330,NA,NA
1E,654,72,13,1372,NA,NA
2W,26,70,13.1,3391,NA,NA
2W,58,79,13.1,3423,NA,NA
2W,96,70,13.1,3461,NA,NA
2W,141,75,13.1,3506,NA,NA
2W,272,69,13.1,3637,NA,NA
2W,277,77,13.1,3642,NA,NA
2W,330,77,13.1,3695,NA,NA
2E,117,80,13.1,3869,NA,NA
2E,150,73,13.1,3902,NA,NA
2E,181,70,13.1,3933,NA,NA
2E,403,76,13.1,4154,NA,NA
2E,445,71,13.1,4196,NA,NA
2E,448,71,13.1,4199,NA,NA
2E,621,71,13.1,4371,NA,NA
2E,624,69,13.1,4374,NA,NA
3E,100,78,13.1,3003,NA,NA
3E,250,71,13.1,3153,NA,NA
3E,263,75,13.1,3166,NA,NA
6W,24,76,13.1,1848,NA,NA
6W,69,74,13.1,1893,NA,NA
6W,119,76,13.1,1943,NA,NA
6W,207,80,13.1,2031,NA,NA
6W,237,79,13.1,2061,NA,NA
6W,238,78,13.1,2062,NA,NA
6E,11,74,13.1,2108,NA,NA
6E,28,74,13.1,2125,NA,NA
6E,40,75,13.1,2137,NA,NA
6E,105,76,13.1,2202,NA,NA
6E,167,83,13.1,2264,NA,NA
5W,37,87,13.1,386,NA,NA
5W,178,75,13.1,527,NA,NA
4E,188,80,13.1,188,NA,NA
4E,195,77,13.1,195,NA,NA
1W,112,74,13.1,1493,NA,NA
1W,143,67,13.1,1524,NA,NA
1W,152,82,13.1,1533,NA,NA
1W,192,67,13.1,1573,NA,NA
1W,196,59,13.1,1577,NA,NA
1W,224,64,13.1,1605,NA,NA
1W,238,66,13.1,1619,NA,NA
1W,350,67,13.1,1731,NA,NA
1W,414,66,13.1,1795,NA,NA
1W,422,70,13.1,1803,NA,NA
1W,427,77,13.1,1808,NA,NA
1E,78,72,13.1,796,NA,NA
1E,87,72,13.1,805,NA,NA
1E,180,75,13.1,898,NA,NA
1E,203,75,13.1,921,NA,NA
1E,218,77,13.1,936,NA,NA
1E,242,81,13.1,960,NA,NA
1E,310,77,13.1,1028,NA,NA
1E,323,73,13.1,1041,NA,NA
1E,412,75,13.1,1130,NA,NA
1E,414,78,13.1,1132,NA,NA
1E,471,85,13.1,1189,NA,NA
1E,485,70,13.1,1203,NA,NA
1E,500,75,13.1,1218,NA,NA
1E,540,72,13.1,1258,NA,NA
1E,561,82,13.1,1279,NA,NA
1E,630,81,13.1,1348,NA,NA
1E,632,81,13.1,1350,NA,NA
1E,636,67,13.1,1354,NA,NA
1E,655,85,13.1,1373,NA,NA
2W,2,74,13.2,3367,NA,NA
2W,34,81,13.2,3399,NA,NA
2W,93,79,13.2,3458,NA,NA
2W,101,78,13.2,3466,NA,NA
2W,106,78,13.2,3471,NA,NA
2W,373,67,13.2,3738,NA,NA
2W,375,80,13.2,3740,NA,NA
2E,29,69,13.2,3781,NA,NA
2E,64,73,13.2,3816,NA,NA
2E,330,70,13.2,4081,NA,NA
2E,341,70,13.2,4092,NA,NA
2E,418,75,13.2,4169,NA,NA
2E,446,74,13.2,4197,NA,NA
2E,459,67,13.2,4210,NA,NA
2E,485,71,13.2,4236,NA,NA
2E,548,74,13.2,4299,NA,NA
3E,265,81,13.2,3168,NA,NA
6W,92,72,13.2,1916,NA,NA
6E,141,74,13.2,2238,NA,NA
5W,284,76,13.2,633,NA,NA
5E,43,78,13.2,2617,NA,NA
4E,259,73,13.2,259,NA,NA
3W,169,65,13.2,2473,NA,NA
3W,210,69,13.2,2514,NA,NA
3W,217,72,13.2,2521,NA,NA
1W,56,70,13.2,1437,NA,NA
1W,72,69,13.2,1453,NA,NA
1W,185,72,13.2,1566,NA,NA
1W,228,71,13.2,1609,NA,NA
1W,260,71,13.2,1641,NA,NA
1W,261,70,13.2,1642,NA,NA
1W,265,73,13.2,1646,NA,NA
1W,271,70,13.2,1652,NA,NA
1W,335,64,13.2,1716,NA,NA
1W,358,69,13.2,1739,NA,NA
1W,364,67,13.2,1745,NA,NA
1W,397,77,13.2,1778,NA,NA
1W,399,69,13.2,1780,NA,NA
1W,425,76,13.2,1806,NA,NA
1W,430,68,13.2,1811,NA,NA
1E,134,72,13.2,852,NA,NA
1E,202,81,13.2,920,NA,NA
1E,358,80,13.2,1076,NA,NA
1E,367,71,13.2,1085,NA,NA
1E,439,70,13.2,1157,NA,NA
1E,447,72,13.2,1165,NA,NA
1E,474,75,13.2,1192,NA,NA
1E,495,79,13.2,1213,NA,NA
1E,496,69,13.2,1214,NA,NA
1E,509,80,13.2,1227,NA,NA
1E,595,82,13.2,1313,NA,NA
1E,609,82,13.2,1327,NA,NA
1E,642,71,13.2,1360,NA,NA
2W,78,74,13.3,3443,NA,NA
2W,245,78,13.3,3610,NA,NA
2W,279,70,13.3,3644,NA,NA
2W,287,83,13.3,3652,NA,NA
2E,49,70,13.3,3801,NA,NA
2E,52,64,13.3,3804,NA,NA
2E,68,78,13.3,3820,NA,NA
2E,111,73,13.3,3863,NA,NA
2E,336,70,13.3,4087,NA,NA
2E,364,73,13.3,4115,NA,NA
2E,377,67,13.3,4128,NA,NA
2E,441,70,13.3,4192,NA,NA
2E,520,75,13.3,4271,NA,NA
2E,614,71,13.3,4364,NA,NA
2E,636,80,13.3,4386,NA,NA
2E,657,72,13.3,4407,NA,NA
3E,128,77,13.3,3031,NA,NA
3E,162,81,13.3,3065,NA,NA
3E,186,80,13.3,3089,NA,NA
3E,380,83,13.3,3283,NA,NA
3E,392,77,13.3,3295,NA,NA
3E,408,79,13.3,3311,NA,NA
6W,31,78,13.3,1855,NA,NA
6W,141,71,13.3,1965,NA,NA
6W,155,73,13.3,1979,NA,NA
6W,159,77,13.3,1983,NA,NA
6W,161,70,13.3,1985,NA,NA
6W,189,74,13.3,2013,NA,NA
6W,265,74,13.3,2089,NA,NA
6W,270,75,13.3,2094,NA,NA
6E,24,77,13.3,2121,NA,NA
6E,98,80,13.3,2195,NA,NA
6E,202,79,13.3,2299,NA,NA
4E,182,84,13.3,182,NA,NA
4E,199,74,13.3,199,NA,NA
4E,298,79,13.3,298,NA,NA
4E,301,84,13.3,301,NA,NA
4E,339,80,13.3,339,NA,NA
4W,80,71,13.3,714,NA,NA
3W,123,66,13.3,2427,NA,NA
1W,51,65,13.3,1432,NA,NA
1W,60,68,13.3,1441,NA,NA
1W,83,74,13.3,1464,NA,NA
1W,85,77,13.3,1466,NA,NA
1W,86,64,13.3,1467,NA,NA
1W,102,71,13.3,1483,NA,NA
1W,104,67,13.3,1485,NA,NA
1W,146,67,13.3,1527,NA,NA
1W,172,68,13.3,1553,NA,NA
1W,232,71,13.3,1613,NA,NA
1W,309,66,13.3,1690,NA,NA
1W,316,70,13.3,1697,NA,NA
1W,363,73,13.3,1744,NA,NA
1W,401,64,13.3,1782,NA,NA
1W,411,71,13.3,1792,NA,NA
1W,437,72,13.3,1818,NA,NA
1E,217,80,13.3,935,NA,NA
1E,256,77,13.3,974,NA,NA
1E,262,78,13.3,980,NA,NA
1E,294,78,13.3,1012,NA,NA
1E,306,76,13.3,1024,NA,NA
1E,324,100,13.3,1042,NA,NA
1E,368,81,13.3,1086,NA,NA
1E,445,75,13.3,1163,NA,NA
1E,464,80,13.3,1182,NA,NA
1E,513,81,13.3,1231,NA,NA
1E,524,84,13.3,1242,NA,NA
1E,532,83,13.3,1250,NA,NA
1E,533,84,13.3,1251,NA,NA
1E,629,82,13.3,1347,NA,NA
1E,643,73,13.3,1361,NA,NA
2W,79,80,13.4,3444,NA,NA
2W,131,72,13.4,3496,NA,NA
2E,11,73,13.4,3763,NA,NA
2E,79,75,13.4,3831,NA,NA
2E,274,68,13.4,4026,NA,NA
2E,308,70,13.4,4059,NA,NA
2E,318,75,13.4,4069,NA,NA
2E,369,74,13.4,4120,NA,NA
2E,473,67,13.4,4224,NA,NA
2E,561,70,13.4,4312,NA,NA
3E,311,81,13.4,3214,NA,NA
6W,74,79,13.4,1898,NA,NA
6W,107,79,13.4,1931,NA,NA
6W,137,75,13.4,1961,NA,NA
6W,163,77,13.4,1987,NA,NA
6W,171,73,13.4,1995,NA,NA
6W,186,74,13.4,2010,NA,NA
6W,187,80,13.4,2011,NA,NA
6W,201,77,13.4,2025,NA,NA
6W,211,73,13.4,2035,NA,NA
5E,320,76,13.4,2894,NA,NA
4E,13,77,13.4,13,NA,NA
4E,343,90,13.4,343,NA,NA
4W,2,80,13.4,636,NA,NA
4W,59,79,13.4,693,NA,NA
4W,64,80,13.4,698,NA,NA
1W,89,75,13.4,1470,NA,NA
1W,105,71,13.4,1486,NA,NA
1W,110,71,13.4,1491,NA,NA
1W,141,65,13.4,1522,NA,NA
1W,144,71,13.4,1525,NA,NA
1W,163,73,13.4,1544,NA,NA
1W,171,72,13.4,1552,NA,NA
1W,174,69,13.4,1555,NA,NA
1W,182,69,13.4,1563,NA,NA
1W,251,71,13.4,1632,NA,NA
1W,256,72,13.4,1637,NA,NA
1W,275,68,13.4,1656,NA,NA
1W,284,71,13.4,1665,NA,NA
1W,351,77,13.4,1732,NA,NA
1W,375,69,13.4,1756,NA,NA
1W,426,70,13.4,1807,NA,NA
1E,156,78,13.4,874,NA,NA
1E,190,78,13.4,908,NA,NA
1E,210,80,13.4,928,NA,NA
1E,229,80,13.4,947,NA,NA
1E,307,84,13.4,1025,NA,NA
1E,309,84,13.4,1027,NA,NA
1E,370,77,13.4,1088,NA,NA
1E,396,71,13.4,1114,NA,NA
1E,398,71,13.4,1116,NA,NA
1E,430,72,13.4,1148,NA,NA
1E,436,74,13.4,1154,NA,NA
1E,441,84,13.4,1159,NA,NA
1E,459,73,13.4,1177,NA,NA
1E,472,76,13.4,1190,NA,NA
1E,511,73,13.4,1229,NA,NA
1E,516,76,13.4,1234,NA,NA
1E,522,79,13.4,1240,NA,NA
1E,555,76,13.4,1273,NA,NA
1E,572,81,13.4,1290,NA,NA
1E,596,83,13.4,1314,NA,NA
1E,598,81,13.4,1316,NA,NA
1E,608,74,13.4,1326,NA,NA
1E,638,71,13.4,1356,NA,NA
2W,109,87,13.5,3474,NA,NA
2W,143,82,13.5,3508,NA,NA
2W,197,84,13.5,3562,NA,NA
2W,202,81,13.5,3567,NA,NA
2E,23,74,13.5,3775,NA,NA
2E,59,73,13.5,3811,NA,NA
2E,89,64,13.5,3841,NA,NA
2E,381,73,13.5,4132,NA,NA
2E,679,65,13.5,4427,NA,NA
2E,682,74,13.5,4430,NA,NA
3E,258,77,13.5,3161,NA,NA
3E,356,82,13.5,3259,NA,NA
3E,371,80,13.5,3274,NA,NA
3E,434,81,13.5,3337,NA,NA
6W,135,72,13.5,1959,NA,NA
6W,257,85,13.5,2081,NA,NA
6W,261,76,13.5,2085,NA,NA
6E,19,81,13.5,2116,NA,NA
6E,196,76,13.5,2293,NA,NA
5W,231,85,13.5,580,NA,NA
5E,29,84,13.5,2603,NA,NA
5E,35,74,13.5,2609,NA,NA
4E,254,87,13.5,254,NA,NA
4E,287,79,13.5,287,NA,NA
4E,297,73,13.5,297,NA,NA
4W,8,77,13.5,642,NA,NA
4W,15,80,13.5,649,NA,NA
3W,18,78,13.5,2322,NA,NA
3W,221,71,13.5,2525,NA,NA
1W,39,65,13.5,1420,NA,NA
1W,53,72,13.5,1434,NA,NA
1W,97,71,13.5,1478,NA,NA
1W,162,74,13.5,1543,NA,NA
1W,189,79,13.5,1570,NA,NA
1W,216,69,13.5,1597,NA,NA
1W,240,74,13.5,1621,NA,NA
1W,252,65,13.5,1633,NA,NA
1W,263,73,13.5,1644,NA,NA
1W,266,66,13.5,1647,NA,NA
1W,280,76,13.5,1661,NA,NA
1W,282,66,13.5,1663,NA,NA
1W,290,67,13.5,1671,NA,NA
1W,294,72,13.5,1675,NA,NA
1W,310,66,13.5,1691,NA,NA
1W,385,74,13.5,1766,NA,NA
1W,387,79,13.5,1768,NA,NA
1W,402,69,13.5,1783,NA,NA
1E,182,84,13.5,900,NA,NA
1E,238,80,13.5,956,NA,NA
1E,284,86,13.5,1002,NA,NA
1E,355,77,13.5,1073,NA,NA
1E,413,82,13.5,1131,NA,NA
1E,438,86,13.5,1156,NA,NA
1E,469,83,13.5,1187,NA,NA
1E,515,76,13.5,1233,NA,NA
1E,525,86,13.5,1243,NA,NA
1E,601,86,13.5,1319,NA,NA
2W,179,75,13.6,3544,NA,NA
2W,295,80,13.6,3660,NA,NA
2E,108,83,13.6,3860,NA,NA
2E,171,76,13.6,3923,NA,NA
2E,190,74,13.6,3942,NA,NA
2E,208,66,13.6,3960,NA,NA
2E,238,81,13.6,3990,NA,NA
2E,278,65,13.6,4029,NA,NA
2E,311,74,13.6,4062,NA,NA
2E,460,72,13.6,4211,NA,NA
2E,544,74,13.6,4295,NA,NA
2E,639,75,13.6,4389,NA,NA
3E,23,81,13.6,2926,NA,NA
3E,134,77,13.6,3037,NA,NA
3E,169,77,13.6,3072,NA,NA
3E,404,90,13.6,3307,NA,NA
6W,59,79,13.6,1883,NA,NA
6W,263,78,13.6,2087,NA,NA
6E,67,77,13.6,2164,NA,NA
6E,78,76,13.6,2175,NA,NA
5W,169,80,13.6,518,NA,NA
5W,187,96,13.6,536,NA,NA
5E,152,81,13.6,2726,NA,NA
4E,171,81,13.6,171,NA,NA
4E,177,76,13.6,177,NA,NA
4E,180,87,13.6,180,NA,NA
4E,264,80,13.6,264,NA,NA
4E,271,82,13.6,271,NA,NA
4E,288,76,13.6,288,NA,NA
3W,139,71,13.6,2443,NA,NA
3W,214,72,13.6,2518,NA,NA
1W,80,74,13.6,1461,NA,NA
1W,111,76,13.6,1492,NA,NA
1W,147,70,13.6,1528,NA,NA
